VEC-00001 | 0.0100 | -0.1518 | 0.0100 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04047 | 0.2881 | 0.2733 | 0.2881 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04048 | 0.0193 | -0.1066 | 0.0193 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04049 | 0.4805 | -0.0438 | 0.4805 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04050 | 0.5532 | -0.6523 | 0.5532 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04051 | 0.4251 | -0.3578 | 0.4251 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04052 | 0.0212 | 0.5847 | 0.5847 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04053 | 0.6203 | -0.4762 | 0.6203 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04054 | 0.6693 | 0.0259 | 0.6693 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04055 | -0.0845 | 0.1938 | 0.1938 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04056 | -0.1627 | -0.0409 | -0.0409 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04057 | -0.0487 | -0.0251 | -0.0251 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04058 | 0.5699 | -0.6604 | 0.5699 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04059 | -0.0389 | -0.3986 | -0.0389 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04060 | -0.2212 | 0.5075 | 0.5075 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04061 | -0.4337 | 0.2809 | 0.2809 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04062 | -0.2951 | 0.1823 | 0.1823 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04063 | -0.8291 | 0.4984 | 0.4984 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04064 | -0.1470 | -0.1973 | -0.1470 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04065 | 0.2202 | 0.4160 | 0.4160 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04066 | -0.5559 | 0.7463 | 0.7463 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04067 | -0.1997 | 0.2636 | 0.2636 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04068 | -0.1871 | 0.2004 | 0.2004 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04069 | -0.3993 | 0.1762 | 0.1762 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04070 | -0.1195 | -0.2336 | -0.1195 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04071 | 0.3619 | -0.0744 | 0.3619 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04072 | 0.0068 | -0.3124 | 0.0068 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04073 | 0.2201 | -0.3673 | 0.2201 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04074 | -0.0758 | 0.2682 | 0.2682 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04075 | 0.3692 | -0.3767 | 0.3692 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04076 | 0.5476 | -0.5284 | 0.5476 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04077 | -0.0226 | 0.1355 | 0.1355 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04078 | -0.1791 | 0.0770 | 0.0770 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04079 | -0.2334 | 0.0999 | 0.0999 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04080 | -0.0605 | -0.0392 | -0.0392 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04081 | -0.4291 | 0.2598 | 0.2598 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04082 | 0.1607 | -0.4140 | 0.1607 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04083 | 0.2984 | -0.8762 | 0.2984 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04084 | -0.1083 | 0.0570 | 0.0570 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04085 | -0.6146 | 0.7147 | 0.7147 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04086 | 0.5588 | -0.8315 | 0.5588 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04087 | 0.4252 | 0.1327 | 0.4252 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04088 | -0.1093 | 0.1144 | 0.1144 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04089 | -0.5845 | 0.8664 | 0.8664 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04090 | -0.5834 | 0.0136 | 0.0136 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04091 | -0.2013 | -0.0965 | -0.0965 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04092 | -0.3310 | 0.3675 | 0.3675 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04093 | -0.2302 | 0.4320 | 0.4320 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04094 | -0.1709 | 0.1311 | 0.1311 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04095 | 0.7706 | -0.1344 | 0.7706 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04096 | -0.2022 | 0.2553 | 0.2553 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04097 | 0.0876 | 0.4267 | 0.4267 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04098 | 0.2325 | 0.0273 | 0.2325 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04099 | 0.3316 | -0.5380 | 0.3316 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04100 | -0.1216 | 0.5290 | 0.5290 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04101 | -0.4325 | -0.1798 | -0.1798 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04102 | -0.2930 | 0.2394 | 0.2394 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04103 | -0.7559 | 0.5754 | 0.5754 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04104 | -0.0703 | 0.3360 | 0.3360 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04105 | 0.1474 | -0.5517 | 0.1474 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04106 | -0.0500 | 0.2870 | 0.2870 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04107 | -0.2609 | 0.1891 | 0.1891 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04108 | 0.4130 | -0.3935 | 0.4130 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04109 | -0.2664 | 0.0496 | 0.0496 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04110 | 0.3470 | -0.6320 | 0.3470 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04111 | -0.2591 | 0.2581 | 0.2581 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04112 | 0.5237 | -0.7122 | 0.5237 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04113 | 0.0435 | 0.1633 | 0.1633 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04114 | 0.5353 | -0.1242 | 0.5353 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04115 | -0.6449 | -0.0439 | -0.0439 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04116 | -0.1361 | 0.1381 | 0.1381 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04117 | 0.7156 | -0.1143 | 0.7156 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04118 | 0.4634 | 0.3336 | 0.4634 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04119 | 0.0956 | 0.1136 | 0.1136 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04120 | 0.3699 | -0.3091 | 0.3699 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04121 | 0.8660 | -0.1837 | 0.8660 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04122 | 0.3217 | -0.1789 | 0.3217 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04123 | -0.1161 | 0.2842 | 0.2842 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04124 | -0.1076 | 0.1128 | 0.1128 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04125 | -0.5434 | 0.1202 | 0.1202 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04126 | 0.0564 | 0.0693 | 0.0693 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04127 | -0.5719 | 0.7478 | 0.7478 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04128 | 0.1687 | -0.1710 | 0.1687 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04129 | -0.0048 | -0.0000 | -0.0000 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04130 | -0.1297 | 0.2648 | 0.2648 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04131 | 0.1798 | 0.2531 | 0.2531 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04132 | 0.0621 | 0.2490 | 0.2490 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04133 | -0.5773 | 0.2683 | 0.2683 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04134 | -0.2239 | 0.0501 | 0.0501 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04135 | -0.1469 | -0.5884 | -0.1469 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04136 | -0.0373 | -0.2891 | -0.0373 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04137 | 0.1349 | -0.2738 | 0.1349 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04138 | -0.2478 | -0.0276 | -0.0276 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04139 | -0.4804 | 0.2251 | 0.2251 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04140 | 0.0768 | -0.4661 | 0.0768 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04141 | 0.0390 | 0.0029 | 0.0390 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04142 | 0.0403 | -0.2515 | 0.0403 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04143 | 0.2600 | 0.3998 | 0.3998 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04144 | -0.5588 | 0.0868 | 0.0868 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04145 | -0.0483 | 0.1508 | 0.1508 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04146 | 0.0930 | -0.1873 | 0.0930 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04147 | -0.2165 | 0.3341 | 0.3341 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04148 | -0.1996 | -0.2364 | -0.1996 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04149 | 0.0194 | -0.1830 | 0.0194 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04150 | -0.2339 | 0.2541 | 0.2541 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04151 | -0.4920 | 0.5462 | 0.5462 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04152 | 0.5559 | -0.2072 | 0.5559 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04153 | -0.6613 | 0.1776 | 0.1776 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04154 | 0.0964 | -0.4084 | 0.0964 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04155 | 0.0584 | -0.0893 | 0.0584 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04156 | -0.1190 | 0.0431 | 0.0431 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04157 | 0.0047 | -0.4540 | 0.0047 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04158 | 0.0543 | 0.0211 | 0.0543 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04159 | -0.7032 | 0.3003 | 0.3003 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04160 | 0.4225 | 0.3705 | 0.4225 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04161 | -0.2439 | 0.5213 | 0.5213 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04162 | -0.0700 | 0.5858 | 0.5858 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04163 | -0.3642 | 0.1604 | 0.1604 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04164 | 0.2047 | 0.3705 | 0.3705 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04165 | 0.1470 | -0.3054 | 0.1470 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04166 | 0.0528 | -0.0935 | 0.0528 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04167 | 0.0399 | 0.3168 | 0.3168 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04168 | 0.1039 | -0.5469 | 0.1039 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04169 | -0.0094 | -0.3531 | -0.0094 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04170 | -0.6128 | 0.6239 | 0.6239 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04171 | 0.2536 | -0.2287 | 0.2536 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04172 | 0.1425 | -0.0548 | 0.1425 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04173 | 0.0707 | -0.3287 | 0.0707 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04174 | -0.4351 | 0.7852 | 0.7852 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04175 | 0.2916 | -0.4087 | 0.2916 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04176 | -0.0653 | -0.3853 | -0.0653 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04177 | 0.1392 | -0.1723 | 0.1392 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04178 | 0.3776 | 0.0480 | 0.3776 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04179 | 0.4096 | -0.2792 | 0.4096 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04180 | 0.1257 | 0.3999 | 0.3999 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04181 | 0.1624 | -0.3784 | 0.1624 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04182 | 0.1045 | 0.1086 | 0.1086 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04183 | -0.2390 | 0.0396 | 0.0396 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04184 | -0.0396 | -0.4647 | -0.0396 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04185 | -0.1602 | -0.1191 | -0.1191 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04186 | -0.3814 | -0.0131 | -0.0131 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04187 | -0.5502 | -0.0525 | -0.0525 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04188 | 0.3208 | -0.2771 | 0.3208 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04189 | 0.0028 | -0.1763 | 0.0028 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04190 | 0.4567 | -0.5788 | 0.4567 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04191 | 0.0131 | 0.1438 | 0.1438 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04192 | 0.4619 | -0.1664 | 0.4619 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04193 | -0.3146 | -0.2583 | -0.2583 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04194 | -0.2493 | -0.0986 | -0.0986 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04195 | -0.0788 | 0.2793 | 0.2793 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04196 | 0.1847 | 0.2379 | 0.2379 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04197 | 0.5494 | -0.2668 | 0.5494 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04198 | -0.2667 | 0.0773 | 0.0773 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04199 | -0.0099 | -0.2599 | -0.0099 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04200 | -0.1141 | -0.1358 | -0.1141 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04201 | 0.3252 | -0.0697 | 0.3252 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04202 | -0.3263 | 0.5995 | 0.5995 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04203 | -0.3174 | -0.4079 | -0.3174 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04204 | 0.3268 | -0.8208 | 0.3268 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04205 | 0.4669 | -0.4409 | 0.4669 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04206 | -0.1792 | 0.2346 | 0.2346 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04207 | 0.1086 | -0.0983 | 0.1086 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04208 | -0.1607 | 0.4965 | 0.4965 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04209 | 0.2039 | -0.4515 | 0.2039 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04210 | 0.1551 | -0.2515 | 0.1551 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04211 | -0.0504 | -0.2473 | -0.0504 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04212 | 0.5832 | -0.0235 | 0.5832 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04213 | 0.3955 | -0.3184 | 0.3955 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04214 | 0.0288 | 0.3239 | 0.3239 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04215 | -0.0583 | -0.2872 | -0.0583 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04216 | -0.3871 | 0.1213 | 0.1213 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04217 | 0.0357 | -0.3097 | 0.0357 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04218 | -0.5035 | 0.1050 | 0.1050 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04219 | -0.0937 | 0.2187 | 0.2187 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04220 | 0.6537 | -0.5134 | 0.6537 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04221 | -0.9178 | 0.3349 | 0.3349 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04222 | -0.4477 | -0.0832 | -0.0832 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04223 | 0.5533 | -0.4866 | 0.5533 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04224 | 0.2928 | -0.2844 | 0.2928 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04225 | -0.3705 | -0.1989 | -0.1989 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04226 | -0.4239 | 0.1651 | 0.1651 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04227 | 0.1017 | 0.6623 | 0.6623 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04228 | -0.0570 | 0.2239 | 0.2239 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
